date,price
7/7/2015 0:00,114.71
6/7/2015 0:00,113.92
5/7/2015 0:00,113.77
2/7/2015 0:00,113.67
1/7/2015 0:00,113.42
30/06/2015 00:00:00,113.52
29/06/2015 00:00:00,113.38
28/06/2015 00:00:00,113.4
25/06/2015 00:00:00,113.35
24/06/2015 00:00:00,113.48
23/06/2015 00:00:00,113.59
22/06/2015 00:00:00,114.13
21/06/2015 00:00:00,114.87
18/06/2015 00:00:00,114.73
17/06/2015 00:00:00,114.59
16/06/2015 00:00:00,114.76
15/06/2015 00:00:00,114.65
14/06/2015 00:00:00,114.4
11/6/2015 0:00,114.3
10/6/2015 0:00,114.21
9/6/2015 0:00,114.39
8/6/2015 0:00,114.86
7/6/2015 0:00,114.24
4/6/2015 0:00,114.63
3/6/2015 0:00,114.68
2/6/2015 0:00,115.39
1/6/2015 0:00,116.09
31/05/2015 00:00:00,116.23
28/05/2015 00:00:00,116.11
27/05/2015 00:00:00,115.84
26/05/2015 00:00:00,116.06
25/05/2015 00:00:00,116.15
21/05/2015 00:00:00,116.02
20/05/2015 00:00:00,115.49
19/05/2015 00:00:00,115.29
18/05/2015 00:00:00,115.43
17/05/2015 00:00:00,115.91
14/05/2015 00:00:00,115.52
13/05/2015 00:00:00,115.92
12/5/2015 0:00,115.92
11/5/2015 0:00,116.51
10/5/2015 0:00,116.76
7/5/2015 0:00,116.27
6/5/2015 0:00,116.31
5/5/2015 0:00,116.87
4/5/2015 0:00,117.23
3/5/2015 0:00,117.11
30/04/2015 00:00:00,117.35
29/04/2015 00:00:00,117.67
28/04/2015 00:00:00,117.82
27/04/2015 00:00:00,117.92
26/04/2015 00:00:00,118.06
21/04/2015 00:00:00,117.95
20/04/2015 00:00:00,117.81
19/04/2015 00:00:00,117.77
16/04/2015 00:00:00,117.65
15/04/2015 00:00:00,117.6
14/04/2015 00:00:00,117.57
13/04/2015 00:00:00,117.46
12/4/2015 0:00,117.53
8/4/2015 0:00,117.58
